MSE,ICP rX,ICP rY,ICP rZ,GT rX,GT rY,GT rZ
0.000684766,-1.60945,-1.50688,3.34749,-4.92143,2.61683,1.57608
0.000844093,-1.9897,-1.43085,3.87225,-5.29889,2.46069,1.49788
0.000948415,-2.28602,-1.3122,4.02209,-5.68534,2.28286,1.60053
0.000721425,-2.29306,-1.26572,4.47233,-5.96518,2.18392,1.04887
0.000967348,-2.47518,-1.16997,4.92318,-6.259,2.08499,0.972897
0.000724866,-2.65109,-1.05412,5.24773,-6.57286,1.88118,1.0379
0.000775431,-2.91366,-0.954367,5.62645,-6.86242,1.73102,0.87427
0.00100587,-3.27282,-0.810328,6.15054,-7.16986,1.60515,1.0638
0.000881353,-3.37056,-0.715971,6.50921,-7.38567,1.50494,0.693589
0.000995876,-3.89968,-0.531482,6.88779,-7.77429,1.38904,0.948818
0.00116361,-4.57238,-0.345768,7.30022,-8.12822,1.3246,1.32241
0.00109705,-5.21682,-0.154544,7.65619,-8.46785,1.30784,1.75353
0.0012007,-5.88716,0.0623225,8.00218,-8.78503,1.26539,2.36899
0.000884872,-6.14199,0.254537,8.22434,-9.00936,1.16132,2.46955
0.00098993,-6.43628,0.465598,8.42452,-9.20264,1.11445,2.505
0.00135559,-7.19951,0.845257,8.77386,-9.49775,1.03732,3.09431
0.00104091,-7.60921,1.18954,8.9506,-9.71556,0.993202,3.35115
0.00142296,-6.61947,1.67385,9.05481,-9.72534,0.796078,2.22303
0.00108227,-6.67037,2.0718,9.04708,-9.84992,0.705606,2.62258
0.000914271,-6.37507,2.3759,9.12113,-9.82103,0.674305,2.17321
0.000971575,-6.3158,2.64403,9.13183,-9.89579,0.791343,2.09364
0.000948752,-6.14394,2.87335,9.14513,-9.99477,0.929511,1.72082
0.00106301,-6.02745,3.12713,9.1306,-10.0999,1.05476,1.58914
0.0010771,-5.92242,3.40393,9.13581,-10.1419,1.17439,1.49587
0.0011977,-5.58069,3.68499,9.23128,-10.0706,1.32409,1.23709
0.00125171,-5.30375,3.96643,9.07972,-10.0191,1.37171,1.23041
0.0015021,-5.63821,4.3534,8.94223,-9.93913,1.57718,1.46353
0.00241655,-5.60615,4.83918,8.40256,-9.76166,2.04039,1.98805
0.00115908,-4.84311,4.89744,8.10129,-9.54298,2.22171,1.66128
0.0011863,-4.95077,5.14168,7.71242,-9.39942,2.53963,1.55723
0.00123126,-4.95004,5.34706,7.34234,-9.19189,2.88605,2.03738
0.00113451,-4.53973,5.46943,6.88019,-8.96976,3.20882,1.87099
0.00110485,-4.73701,5.59435,6.4283,-8.6752,3.55313,2.48663
0.00116433,-4.96058,5.70018,5.99872,-8.50017,3.92545,2.85972
0.000869753,-4.87045,5.71385,5.56279,-8.20911,4.49317,2.71168
0.000945523,-4.65608,5.64534,5.18811,-7.95333,5.00035,2.79598
0.000841755,-4.41508,5.63058,4.86257,-7.72958,5.46714,2.77302
0.000854938,-4.25515,5.62322,4.52634,-7.56761,5.92406,2.93413
0.000893926,-3.91658,5.60888,4.21907,-7.35206,6.36768,2.71702
0.000903921,-3.43484,5.63226,3.85273,-7.05456,6.71111,2.65688
0.0011811,-3.89218,5.7886,3.6431,-6.83913,7.04866,3.39391
0.00107054,-3.93161,5.80797,3.27266,-6.65707,7.4786,3.7622
0.000819095,-3.12437,5.83412,2.84373,-6.29979,7.8824,3.3123
0.000998867,-2.928,5.94187,2.4827,-5.97498,8.27851,3.34546
0.0009948,-3.03089,6.04603,2.05773,-5.71377,8.62472,3.81628
0.000736706,-2.58914,6.13183,1.7619,-5.3949,8.94506,3.93694
0.000770334,-1.97358,6.1959,1.48099,-5.20577,9.34324,3.53602
0.000775116,-1.49008,6.34483,1.11532,-4.8029,9.6564,3.65831
0.000828105,-1.02973,6.50666,0.729052,-4.60791,9.97985,3.5905
0.000845575,-1.1835,6.73172,0.323451,-4.36018,10.2187,3.90421
0.000970935,-0.839219,6.90855,-0.0398762,-4.0071,10.5645,4.12292
0.000905413,-0.0373152,7.11817,-0.451548,-3.72285,10.8896,3.70567
0.000888247,0.0543173,7.37819,-0.904844,-3.26493,11.1315,4.05364
0.00114001,0.436787,7.67076,-1.32474,-2.68866,11.4399,4.33673
0.00128333,1.17883,8.04134,-1.91015,-2.01002,11.7489,4.15724
0.00129686,1.84751,8.47663,-2.65686,-1.26672,12.0539,3.84678
0.00104071,2.12297,8.88736,-3.42679,-0.451841,12.3621,4.25499
0.00117814,2.06969,9.23012,-4.4522,0.473801,12.6894,4.7492
0.00147281,2.42562,9.49774,-5.28557,1.34196,13.1912,5.71811
0.00129805,3.02629,9.65322,-5.95413,2.33265,13.7735,6.21678
0.00156944,3.62617,9.84437,-7.04087,3.28797,14.3108,6.59371
0.00149665,4.1556,10.1032,-8.22231,4.23268,14.8942,6.84152
0.00164059,5.08904,10.2934,-8.83778,5.31019,15.5148,7.00409
0.00124997,5.84656,10.4768,-9.77546,6.30772,15.971,7.27696
0.00116172,5.95856,10.5944,-10.7865,7.3105,16.4019,8.01443
0.00166634,6.45969,10.6851,-11.8978,8.28188,16.8505,8.51726
0.0015864,7.57394,10.9198,-12.5019,9.05,17.4876,8.16822
0.00102309,8.43752,11.0928,-13.1504,9.88447,18.0081,8.24707
0.00101415,8.08313,10.9926,-14.0341,10.7185,18.1797,9.46165
0.00142576,8.51068,11.0806,-14.7155,11.6235,18.4461,10.0554
0.00103209,9.73584,11.266,-15.266,12.2757,19.1729,9.57139
0.00081054,9.78089,11.2725,-15.751,12.9207,19.5074,10.0928
0.00139081,10.1346,11.1861,-16.3258,13.6127,19.9039,10.6195
0.00100639,11.009,11.3569,-16.9341,14.3162,20.433,10.6249
0.00108094,11.5376,11.2926,-17.5149,14.8018,20.927,10.7435
0.00127534,12.527,11.3339,-18.1539,15.4652,21.4992,10.9768
0.00100337,13.5838,11.4225,-18.8441,15.9726,22.1284,10.6415
0.000900399,13.9083,11.3987,-19.0401,16.565,22.5289,11.1959
0.00133434,15.1184,11.4123,-19.4353,17.0132,23.2167,10.9919
0.00103978,16.5148,11.573,-19.697,17.2273,24.169,10.2669
0.000930535,17.4186,11.5839,-19.8542,17.5418,24.9676,9.98538
0.000939946,18.6021,11.6382,-20.0272,17.8253,25.6924,9.67214
0.000699868,19.5872,11.658,-20.0548,17.8803,26.4506,9.35694
0.00079006,20.4292,11.5134,-20.0551,17.7978,27.1474,9.20109
0.00376893,21.1506,12.6019,-19.2399,17.3584,28.2466,8.0052
